number_of_activated_point;timestamp;xpoint;ypoint;pressure
0;101442184418851;798.0;1280.7089;1.0
0;101442184418851;798.0;1284.8372;1.0
0;101442184418851;798.0;1287.913;1.0
0;101442184418851;798.0;1290.8142;1.0
0;101442184418851;798.0;1292.8838;1.0
0;101442184418851;798.0;1294.8691;1.0
0;101442184418851;798.0;1296.8885;1.0
0;101442184418851;798.0;1298.8651;1.0
0;101442184418851;798.0;1299.5;1.0
0;101442184418851;798.0;1299.0;1.0
0;101442184418851;798.0;1299.0;1.0
0;101442184418851;165.0;811.0;1.0
0;101442184418851;165.0;811.0;1.0
0;101442184418851;189.54643;804.797;1.0
1;101442300559007;215.36996;800.27167;1.0
1;101442300559007;243.89221;796.2635;1.0
1;101442300559007;282.20483;792.26624;1.0
1;101442300559007;328.68744;787.28906;1.0
1;101442300559007;374.6671;782.30426;1.0
1;101442300559007;419.7414;777.2053;1.0
1;101442300559007;463.70502;773.2086;1.0
2;101442483726143;507.87216;770.09674;1.0
2;101442483726143;550.0847;769.0;1.0
2;101442483726143;587.2984;769.0;1.0
2;101442483726143;620.00037;769.0;1.0
2;101442483726143;648.5504;769.0;1.0
2;101442483726143;670.8206;769.8821;1.0
2;101442483726143;687.9751;770.0;1.0
2;101442483726143;703.26654;770.0;1.0
2;101442483726143;717.1003;770.0;1.0
2;101442483726143;733.1319;770.0;1.0
2;101442483726143;747.7576;770.8225;1.0
4;101442884191611;760.4587;772.0;1.0
4;101442884191611;769.647;772.0;1.0
4;101442884191611;776.68506;772.0;1.0
4;101442884191611;782.70306;773.901;1.0
4;101442884191611;789.6322;774.908;1.0
4;101442884191611;798.25574;776.85114;1.0
4;101442884191611;806.62976;778.9074;1.0
4;101442884191611;812.73047;779.91016;1.0
4;101442884191611;816.8051;780.0;1.0
4;101442884191611;818.8748;780.0;1.0
4;101442884191611;820.0;780.0;1.0
4;101442884191611;820.0;780.0;1.0
4;101442884191611;820.0;780.0;1.0
4;101442884191611;820.0;782.89764;1.0
4;101442884191611;817.226;788.5479;1.0
4;101442884191611;807.62006;800.2766;1.0
4;101442884191611;790.11145;819.7774;1.0
4;101442884191611;765.2512;846.6525;1.0
4;101442884191611;733.6733;879.2283;1.0
4;101442884191611;695.5439;917.4561;1.0
4;101442884191611;654.4244;958.5756;1.0
4;101442884191611;611.2894;999.0096;1.0
6;101443200264840;566.39185;1038.0505;1.0
6;101443200264840;517.9489;1077.4747;1.0
6;101443200264840;474.87622;1108.9082;1.0
6;101443200264840;435.81122;1137.6919;1.0
6;101443200264840;405.3109;1160.97;1.0
6;101443200264840;381.92407;1181.0759;1.0
6;101443200264840;363.84055;1200.0543;1.0
6;101443200264840;350.5717;1214.4283;1.0
6;101443200264840;341.39792;1225.5026;1.0
6;101443200264840;334.44415;1232.5558;1.0
6;101443200264840;328.32993;1237.78;1.0
6;101443200264840;324.19766;1241.8024;1.0
6;101443200264840;320.24588;1243.8771;1.0
6;101443200264840;318.1098;1245.8901;1.0
6;101443200264840;314.21155;1249.7885;1.0
6;101443200264840;310.16202;1253.838;1.0
6;101443200264840;305.42496;1258.5751;1.0
6;101443200264840;299.46213;1264.5378;1.0
6;101443200264840;292.64285;1271.3572;1.0
