number_of_activated_point;timestamp;xpoint;ypoint;pressure
6;96022274435549;833.0815;1117.4073;1.0
6;96022274435549;829.0;1084.0497;1.0
6;96022274435549;829.0;1083.0;1.0
6;96022274435549;211.0;1341.0;1.0
3;96022385574091;211.0;1341.0;1.0
3;96022385574091;211.0;1341.0;1.0
3;96022385574091;193.22635;1281.2676;1.0
3;96022385574091;187.06293;1210.1326;1.0
3;96022385574091;188.86548;1136.4885;1.0
0;96022452112216;195.876;1061.116;1.0
0;96022452112216;209.60744;991.71747;1.0
0;96022452112216;228.39653;922.0518;1.0
0;96022452112216;250.59846;854.1681;1.0
1;96022617280914;271.5624;805.8354;1.0
1;96022617280914;292.5944;777.48676;1.0
1;96022617280914;318.60904;757.27924;1.0
1;96022617280914;355.27386;740.3057;1.0
1;96022617280914;401.30533;723.2605;1.0
1;96022617280914;439.83838;708.7964;1.0
1;96022617280914;468.94833;698.6313;1.0
1;96022617280914;490.8701;696.0;1.0
1;96022617280914;506.32666;701.61523;1.0
1;96022617280914;519.38855;716.21387;1.0
4;96022700115028;535.2464;746.30444;1.0
4;96022700115028;545.68744;794.8902;1.0
4;96022700115028;545.1734;859.0517;1.0
4;96022700115028;529.0042;939.0745;1.0
4;96022700115028;493.3183;1029.3202;1.0
7;96022832975341;452.79593;1123.841;1.0
7;96022832975341;423.0551;1195.1864;1.0
7;96022832975341;410.36978;1236.5209;1.0
7;96022832975341;408.0;1262.0302;1.0
7;96022832975341;413.6667;1279.3334;1.0
7;96022832975341;426.25378;1291.4403;1.0
7;96022832975341;448.78076;1302.492;1.0
7;96022832975341;479.3898;1312.4968;1.0
8;96022966165601;512.5754;1324.4972;1.0
8;96022966165601;547.30194;1339.2454;1.0
8;96022966165601;581.51373;1353.4426;1.0
8;96022966165601;617.0926;1365.3641;1.0
8;96022966165601;653.6498;1372.7749;1.0
8;96022966165601;689.36676;1375.9093;1.0
8;96022966165601;722.71277;1376.0;1.0
8;96022966165601;750.07513;1374.0712;1.0
5;96023099323518;775.14795;1370.142;1.0
5;96023099323518;800.81854;1362.4543;1.0
5;96023099323518;830.49994;1348.8;1.0
5;96023099323518;853.24146;1331.6068;1.0
5;96023099323518;868.33405;1310.1416;1.0
5;96023099323518;876.66595;1273.3381;1.0
5;96023099323518;873.33466;1216.5936;1.0
5;96023099323518;855.98395;1123.5103;1.0
2;96023148965497;840.5267;997.17865;1.0
2;96023148965497;830.4276;907.25;1.0
2;96023148965497;823.2716;857.9013;1.0
