number_of_activated_point;timestamp;xpoint;ypoint;pressure
0;89986812292888;845.05176;851.46576;1.0
0;89986812292888;843.0551;834.44073;1.0
0;89986812292888;837.0;783.1952;1.0
0;89986812292888;837.0;779.13794;1.0
0;89986812292888;836.0;775.1695;1.0
0;89986812292888;836.0;769.08044;1.0
0;89986812292888;836.0;765.11255;1.0
0;89986812292888;836.0;761.0;1.0
0;89986812292888;836.0;761.0;1.0
0;89986812292888;836.0;761.78265;1.0
0;89986812292888;836.0;762.0;1.0
0;89986812292888;286.0;765.0;1.0
3;89986988581326;286.0;765.0;1.0
3;89986988581326;286.0;765.0;1.0
3;89986988581326;286.0;765.0;1.0
3;89986988581326;282.2168;787.6993;1.0
3;89986988581326;280.12173;814.174;1.0
3;89986988581326;276.2737;850.126;1.0
3;89986988581326;272.2891;896.53094;1.0
3;89986988581326;270.1454;950.9294;1.0
3;89986988581326;269.0;1000.36523;1.0
6;89987137881482;269.8946;1046.7866;1.0
6;89987137881482;273.79282;1082.239;1.0
6;89987137881482;279.70767;1113.5385;1.0
6;89987137881482;286.54272;1140.3995;1.0
6;89987137881482;295.3588;1170.9481;1.0
6;89987137881482;305.41528;1203.1289;1.0
6;89987137881482;315.32236;1233.1025;1.0
6;89987137881482;323.42288;1255.5571;1.0
6;89987137881482;331.48288;1272.095;1.0
7;89987353758774;339.5753;1284.3629;1.0
7;89987353758774;348.38022;1296.2562;1.0
7;89987353758774;359.3745;1307.4788;1.0
7;89987353758774;375.0753;1318.4863;1.0
7;89987353758774;392.99597;1327.5537;1.0
7;89987353758774;408.9141;1332.7285;1.0
7;89987353758774;423.06128;1334.0;1.0
7;89987353758774;434.35626;1333.1288;1.0
7;89987353758774;441.7276;1331.0908;1.0
7;89987353758774;447.7097;1328.0968;1.0
7;89987353758774;451.7716;1324.2284;1.0
7;89987353758774;455.77252;1320.2274;1.0
7;89987353758774;460.69843;1315.3015;1.0
4;89987573396742;467.51282;1309.3654;1.0
4;89987573396742;475.45398;1301.546;1.0
4;89987573396742;483.46844;1290.7974;1.0
4;89987573396742;490.68704;1276.7302;1.0
4;89987573396742;496.67746;1264.6451;1.0
4;89987573396742;500.76813;1254.5797;1.0
4;89987573396742;504.8089;1244.4778;1.0
4;89987573396742;508.7771;1233.6687;1.0
4;89987573396742;510.90308;1219.6783;1.0
4;89987573396742;512.9008;1203.893;1.0
4;89987573396742;515.6682;1184.6588;1.0
4;89987573396742;517.8553;1160.7369;1.0
4;89987573396742;519.83563;1132.4656;1.0
1;89987721203044;521.87976;1099.9238;1.0
1;89987721203044;523.9088;1069.3682;1.0
1;89987721203044;525.89545;1039.4636;1.0
1;89987721203044;527.9077;1010.2919;1.0
1;89987721203044;529.90393;978.53705;1.0
1;89987721203044;531.9025;948.4617;1.0
1;89987721203044;533.8818;920.6556;1.0
1;89987721203044;535.0;895.459;1.0
1;89987721203044;535.0;875.12225;1.0
2;89988053188148;535.0;859.8174;1.0
2;89988053188148;535.9059;845.6588;1.0
2;89988053188148;537.91095;831.6234;1.0
2;89988053188148;542.7375;817.6126;1.0
2;89988053188148;550.63025;804.55457;1.0
2;89988053188148;563.353;790.647;1.0
2;89988053188148;578.2445;778.5666;1.0
2;89988053188148;595.0798;767.5112;1.0
2;89988053188148;610.90643;759.5468;1.0
2;89988053188148;628.1605;752.27985;1.0
2;89988053188148;645.13654;746.3238;1.0
2;89988053188148;662.01825;741.2454;1.0
2;89988053188148;677.31665;737.19525;1.0
2;89988053188148;689.33246;736.0;1.0
2;89988053188148;697.57336;736.0;1.0
2;89988053188148;705.2393;736.0;1.0
2;89988053188148;713.59576;736.8989;1.0
2;89988053188148;722.17993;738.836;1.0
2;89988053188148;733.07416;740.8457;1.0
2;89988053188148;745.331;744.777;1.0
5;89988385413513;755.48846;748.7954;1.0
5;89988385413513;765.51636;752.8066;1.0
5;89988385413513;775.5221;757.71326;1.0
5;89988385413513;785.53705;764.62964;1.0
5;89988385413513;796.38794;774.49;1.0
5;89988385413513;808.4189;786.4189;1.0
5;89988385413513;820.4198;798.4198;1.0
5;89988385413513;831.4806;809.3767;1.0
5;89988385413513;840.5752;818.5752;1.0
5;89988385413513;846.57434;827.43243;1.0
5;89988385413513;850.7212;837.303;1.0
5;89988385413513;852.9024;848.41437;1.0
5;89988385413513;854.0;860.40326;1.0
5;89988385413513;855.0;876.1215;1.0
5;89988385413513;856.8694;896.56335;1.0
5;89988385413513;857.0;918.1588;1.0
5;89988385413513;857.82056;939.2059;1.0
5;89988385413513;858.0;958.6595;1.0
5;89988385413513;858.0;975.91296;1.0
5;89988385413513;858.0;991.44855;1.0
8;89988651159502;858.0;1011.9703;1.0
8;89988651159502;858.0;1033.9296;1.0
8;89988651159502;857.1147;1056.7386;1.0
8;89988651159502;854.1918;1079.9453;1.0
8;89988651159502;850.2212;1101.7833;1.0
8;89988651159502;847.12115;1121.7882;1.0
8;89988651159502;844.1116;1140.8844;1.0
8;89988651159502;841.15533;1160.4467;1.0
8;89988651159502;837.2436;1179.9038;1.0
8;89988651159502;834.2289;1195.1989;1.0
8;89988651159502;832.1047;1208.3721;1.0
8;89988651159502;828.1681;1222.4117;1.0
8;89988651159502;825.2682;1236.0613;1.0
8;89988651159502;823.134;1251.062;1.0
8;89988651159502;820.0966;1264.4203;1.0
8;89988651159502;818.10394;1275.4803;1.0
