number_of_activated_point;timestamp;xpoint;ypoint;pressure
6;378708466388216;206.0;1387.0;1.0
7;378708629622487;206.0;1387.0;1.0
7;378708629622487;206.0;1387.0;1.0
7;378708629622487;216.0;1388.0;1.0
7;378708629622487;248.11528;1388.9008;1.0
7;378708629622487;299.3804;1388.0935;1.0
7;378708629622487;360.84576;1383.3053;1.0
7;378708629622487;415.99503;1378.2312;1.0
7;378708629622487;451.36432;1375.109;1.0
7;378708629622487;470.02338;1374.1221;1.0
4;378708828851810;480.57553;1372.1061;1.0
4;378708828851810;487.73773;1370.0874;1.0
4;378708828851810;497.3957;1365.3021;1.0
4;378708828851810;518.8151;1351.7899;1.0
4;378708828851810;539.0919;1333.0089;1.0
4;378708828851810;554.1478;1313.2174;1.0
4;378708828851810;565.4191;1289.394;1.0
4;378708828851810;573.3954;1264.965;1.0
4;378708828851810;579.6509;1233.8618;1.0
4;378708828851810;585.6169;1201.1709;1.0
4;378708828851810;590.7449;1169.9137;1.0
4;378708828851810;592.0;1146.0609;1.0
3;378708977833789;589.1897;1128.664;1.0
3;378708977833789;583.2473;1116.4121;1.0
3;378708977833789;570.7809;1104.6833;1.0
3;378708977833789;536.0162;1084.9601;1.0
3;378708977833789;487.37933;1067.9462;1.0
3;378708977833789;441.76404;1057.6843;1.0
3;378708977833789;400.92395;1054.1069;1.0
3;378708977833789;370.237;1054.0;1.0
3;378708977833789;342.25775;1056.8203;1.0
0;378709229472487;309.56323;1061.7241;1.0
0;378709229472487;275.66144;1068.5846;1.0
0;378709229472487;249.8974;1073.8368;1.0
0;378709229472487;233.71051;1076.8984;1.0
0;378709229472487;224.5955;1078.0;1.0
0;378709229472487;217.34938;1077.1165;1.0
0;378709229472487;213.21483;1074.2148;1.0
0;378709229472487;209.19806;1067.3961;1.0
0;378709229472487;205.19736;1051.8881;1.0
0;378709229472487;201.19695;1026.4772;1.0
0;378709229472487;197.2595;991.46533;1.0
0;378709229472487;195.10086;952.91626;1.0
0;378709229472487;195.0;915.54224;1.0
0;378709229472487;195.84708;883.44684;1.0
0;378709229472487;198.70367;855.0743;1.0
5;378710440153945;202.71774;832.41125;1.0
5;378710440153945;206.81978;817.54065;1.0
5;378710440153945;209.89499;808.42004;1.0
5;378710440153945;211.90686;804.1863;1.0
5;378710440153945;212.90256;802.0974;1.0
5;378710440153945;214.908;800.092;1.0
5;378710440153945;216.88954;800.0;1.0
5;378710440153945;220.79037;801.8952;1.0
5;378710440153945;224.79489;806.6923;1.0
5;378710440153945;229.61409;816.22815;1.0
5;378710440153945;241.01703;835.4553;1.0
5;378710440153945;263.85718;862.7693;1.0
5;378710440153945;296.56458;894.69275;1.0
5;378710440153945;338.76663;930.192;1.0
5;378710440153945;375.35968;962.54193;1.0
5;378710440153945;408.13727;994.13727;1.0
5;378710440153945;438.7177;1026.6322;1.0
5;378710440153945;464.8087;1054.7095;1.0
5;378710440153945;488.67426;1076.7848;1.0
5;378710440153945;509.9072;1096.0165;1.0
5;378710440153945;525.3661;1109.4567;1.0
5;378710440153945;537.43463;1119.5289;1.0
5;378710440153945;547.4737;1127.579;1.0
5;378710440153945;555.664;1134.748;1.0
