number_of_activated_point;timestamp;xpoint;ypoint;pressure
3;377462066502233;778.2979;1345.7731;1.0
3;377462066502233;823.1888;1352.8986;1.0
3;377462066502233;835.58167;1354.9164;1.0
3;377462066502233;286.0;1079.0;1.0
4;377462257801087;286.0;1079.0;1.0
4;377462257801087;286.0;1079.0;1.0
4;377462257801087;286.0;1079.0;1.0
4;377462257801087;286.0;1079.0;1.0
4;377462257801087;309.4087;1079.0;1.0
4;377462257801087;342.12592;1080.8403;1.0
4;377462257801087;380.11185;1082.8148;1.0
4;377462257801087;422.98367;1082.1437;1.0
4;377462257801087;467.31564;1077.3661;1.0
5;377462375276244;511.71393;1068.5195;1.0
5;377462375276244;553.45825;1056.7262;1.0
5;377462375276244;593.9377;1047.4125;1.0
5;377462375276244;632.9954;1041.211;1.0
5;377462375276244;670.7295;1040.0;1.0
5;377462375276244;705.85455;1041.8738;1.0
5;377462375276244;737.6446;1045.7056;1.0
2;377462825989629;766.48486;1050.7668;1.0
2;377462825989629;788.915;1055.783;1.0
2;377462825989629;806.2145;1059.8036;1.0
2;377462825989629;819.4083;1063.8027;1.0
2;377462825989629;830.4949;1066.8989;1.0
2;377462825989629;837.6784;1068.8928;1.0
2;377462825989629;843.68054;1070.8936;1.0
2;377462825989629;847.7528;1072.8763;1.0
2;377462825989629;850.8551;1074.8551;1.0
2;377462825989629;852.8889;1075.0;1.0
2;377462825989629;853.5;1075.0;1.0
2;377462825989629;853.0;1075.0;1.0
2;377462825989629;854.88385;1075.0;1.0
2;377462825989629;856.0;1074.1226;1.0
2;377462825989629;856.0;1072.1263;1.0
2;377462825989629;856.0;1070.1512;1.0
2;377462825989629;856.8057;1066.3885;1.0
2;377462825989629;858.88245;1060.3527;1.0
2;377462825989629;860.85706;1053.5719;1.0
2;377462825989629;862.8014;1038.9862;1.0
2;377462825989629;866.7576;1007.1812;1.0
2;377462825989629;869.8998;969.80414;1.0
2;377462825989629;871.9001;936.5989;1.0
2;377462825989629;873.82916;907.5625;1.0
2;377462825989629;875.8216;877.67645;1.0
