number_of_activated_point;timestamp;xpoint;ypoint;pressure
7;377153058951882;566.0;1374.0;1.0
6;377153217870476;566.0;1374.0;1.0
6;377153217870476;566.0;1374.0;1.0
6;377153217870476;552.76154;1374.0;1.0
6;377153217870476;524.31323;1372.082;1.0
6;377153217870476;478.38245;1372.0;1.0
6;377153217870476;419.8238;1370.0608;1.0
6;377153217870476;363.894;1366.2104;1.0
6;377153217870476;319.5283;1360.2292;1.0
3;377153432546882;288.5691;1352.175;1.0
3;377153432546882;269.4894;1344.2175;1.0
3;377153432546882;256.3735;1336.249;1.0
3;377153432546882;246.23607;1328.1888;1.0
3;377153432546882;236.21562;1318.2156;1.0
3;377153432546882;222.42625;1297.6926;1.0
3;377153432546882;204.78868;1260.8402;1.0
3;377153432546882;186.63887;1201.5554;1.0
3;377153432546882;172.34737;1120.4315;1.0
3;377153432546882;167.06894;1034.9645;1.0
3;377153432546882;169.81653;961.21063;1.0
3;377153432546882;176.6145;904.5057;1.0
3;377153432546882;184.64511;861.7745;1.0
4;377153665681778;195.721;827.744;1.0
4;377153665681778;209.59586;797.8083;1.0
4;377153665681778;224.55002;772.77136;1.0
4;377153665681778;237.58867;752.617;1.0
4;377153665681778;246.63115;739.5533;1.0
4;377153665681778;251.7965;732.30524;1.0
4;377153665681778;255.8843;729.05786;1.0
4;377153665681778;260.78625;729.9288;1.0
4;377153665681778;266.60944;734.60944;1.0
4;377153665681778;284.13586;753.06384;1.0
4;377153665681778;326.5326;797.3428;1.0
4;377153665681778;390.0403;866.57446;1.0
4;377153665681778;457.3857;948.6727;1.0
4;377153665681778;519.1628;1030.8438;1.0
8;377153764598601;577.2914;1111.2273;1.0
8;377153764598601;626.248;1177.6385;1.0
8;377153764598601;666.72974;1226.5292;1.0
8;377153764598601;699.97015;1260.0345;1.0
8;377153764598601;728.3056;1284.4125;1.0
8;377153764598601;750.8963;1299.398;1.0
5;377153930842195;770.5229;1307.841;1.0
5;377153930842195;783.58923;1311.863;1.0
5;377153930842195;791.6018;1313.9004;1.0
5;377153930842195;797.7485;1315.0;1.0
5;377153930842195;801.8375;1315.0;1.0
5;377153930842195;803.92554;1315.0;1.0
5;377153930842195;810.6541;1301.8301;1.0
5;377153930842195;824.49396;1240.6024;1.0
5;377153930842195;828.9225;1161.1017;1.0
5;377153930842195;829.0;1080.9073;1.0
2;377153996734330;829.0;1007.4225;1.0
2;377153996734330;829.0;946.34143;1.0
2;377153996734330;830.87225;897.938;1.0
2;377153996734330;832.9346;857.17737;1.0
1;377154163306205;833.0;829.8201;1.0
1;377154163306205;831.0666;810.5995;1.0
1;377154163306205;827.1206;795.42206;1.0
1;377154163306205;821.1848;786.2464;1.0
1;377154163306205;813.3464;779.2771;1.0
1;377154163306205;795.7331;772.2199;1.0
1;377154163306205;775.83875;769.08386;1.0
1;377154163306205;748.653;769.9028;1.0
1;377154163306205;674.0636;781.20496;1.0
1;377154163306205;575.96094;804.92725;1.0
